CCH,0.000009,1,1,1,1
CHT,0.00001,1,1,1,1
CIA,0.0007,1,1,1,1
CQU,0.00004,1,1,1,1
GUE,0.0001,1,1,1,1
SCH,0.00003,0.5,0.5,0.5,2
SCI,0.00004,1,1,1,1
TCH,0.0005,1,1,1,1
SIO,0.0008,0.568,0.431,0.4995,1
