B,0.0206,1,1,1,1
C,0.042,0.757,0.008,0.3825,3
D,0.0336,0.991,0.008,0.4995,2
F,0.0146,0.998,0.001,0.4995,2
G,0.0169,0.64,0.008,0.324,3
H,0.007,1,1,1,1
J,0.002,1,1,1,1
K,0.0055,1,1,1,1
L,0.0451,1,1,1,1
M,0.0313,0.971,0.028,0.4995,2
N,0.071,0.967,0.032,0.4995,2
P,0.0304,1,1,1,1
Q,0.0001,1,1,1,1
R,0.0841,1,1,1,1
S,0.0488,0.868,0.003,0.4355,4
T,0.0713,0.973,0.003,0.449,3
V,0.0136,1,1,1,1
W,0.0053,1,1,1,1
X,0.0033,0.885,0.114,0.449,2
Z,0.0021,0.996,0.008,0.449,3
